t	a
754.1	5.8543
754.2	-0.5349
754.3	-0.7944
754.4	2.8059
754.5	2.0319
754.6	-0.0410
754.7	1.6990
754.8	3.6454
754.9	-1.2621
755	2.7307
755.1	-0.9547
755.2	1.7130
755.3	3.0518
755.4	-1.5016
755.5	-1.2668
755.6	0.1757
755.7	3.8486
755.8	-1.8231
755.9	1.2640
756	2.8751
756.1	0.5573
756.2	-0.2559
756.3	-0.3253
756.4	0.3764
756.5	-3.5198
756.6	-1.1036
756.7	-1.5533
756.8	1.0883
756.9	-3.1118
757	-2.1406
757.1	1.4103
757.2	-0.5571
757.3	-2.7718
757.4	-0.5022
757.5	-2.0793
757.6	-3.8592
757.7	-2.8436
757.8	-1.3148
757.9	-2.3086
758	-3.3655
758.1	-2.8454
758.2	-2.0133
758.3	-2.7655
758.4	-2.4423
758.5	-2.2999
758.6	-3.7332
758.7	-2.5967
758.8	-1.8141
758.9	-1.8738
759	-4.2988
759.1	0.4725
759.2	-7.7234
759.3	-3.8763
759.4	-5.9066
759.5	-6.8133
759.6	-0.5751
759.7	-2.1912
759.8	-3.0564
759.9	-4.1912
760	-5.8256
760.1	-7.0298
760.2	-7.0883
760.3	-2.9312
760.4	-3.1274
760.5	-4.2363
760.6	-3.1735
760.7	-7.1161
760.8	-1.4703
760.9	-3.4951
761	-4.3959
761.1	-1.7142
761.2	-4.0905
761.3	-0.4010
761.4	-4.5827
761.5	-4.5636
761.6	-7.5218
761.7	-5.5507
761.8	0.0520
761.9	-6.6912
762	-4.9493
762.1	-3.6515
762.2	-7.1327
762.3	-5.9849
762.4	-6.7636
762.5	-7.4683
762.6	-7.9888
762.7	-4.5968
762.8	-4.9054
762.9	-5.2702
763	-3.8714
763.1	-3.6337
763.2	-3.8219
763.3	-7.7055
763.4	-8.5486
763.5	-2.4894
763.6	-5.0603
763.7	-6.5131
763.8	-8.8551
763.9	-5.7076
764	-7.3655
764.1	-7.2329
764.2	-7.8610
764.3	-9.6490
764.4	-8.3084
764.5	-1.9898
764.6	-6.2126
764.7	-4.2700
764.8	-8.5668
764.9	-6.8378
765	-7.5696
765.1	-8.4112
765.2	-7.1348
765.3	-12.4203
765.4	-7.7679
765.5	-6.8745
765.6	-8.9303
765.7	-6.7501
765.8	-6.7859
765.9	-9.7502
766	-11.9393
766.1	-7.7319
766.2	-10.1468
766.3	-6.6521
766.4	-4.8036
766.5	-11.9793
766.6	-10.6727
766.7	-11.5396
766.8	-7.0753
766.9	-12.2015
767	-9.3951
767.1	-7.4243
767.2	-10.4736
767.3	-10.4884
767.4	-6.7737
767.5	-13.8047
767.6	-6.7834
767.7	-8.9127
767.8	-8.5510
767.9	-9.6000
768	-8.2746
768.1	-9.1038
768.2	-15.1633
768.3	-8.2763
768.4	-11.8978
768.5	-10.4834
768.6	-7.3269
768.7	-11.5828
768.8	-5.4692
768.9	-9.6904
769	-12.6911
769.1	-9.6348
769.2	-11.3654
769.3	-13.7978
769.4	-11.2207
769.5	-11.2812
769.6	-10.0695
769.7	-10.4674
769.8	-10.3285
769.9	-7.7610
770	-7.9395
770.1	-12.8409
770.2	-11.9582
770.3	-10.6966
770.4	-9.6527
770.5	-8.6907
770.6	-11.3580
770.7	-14.3441
770.8	-9.7132
770.9	-11.7466
771	-8.3017
771.1	-9.4297
771.2	-6.4104
771.3	-11.7689
771.4	-16.3297
771.5	-10.3610
771.6	-12.5493
771.7	-6.3254
771.8	-6.3540
771.9	-14.6472
772	-16.2308
772.1	-11.7117
772.2	-9.8224
772.3	-10.4241
772.4	-12.1922
772.5	-9.0812
772.6	-7.5342
772.7	-11.6783
772.8	-10.2916
772.9	-9.6747
773	-12.1733
773.1	-10.7957
773.2	-9.9270
773.3	-11.8893
773.4	-9.2295
773.5	-10.3045
773.6	-7.6461
773.7	-11.7605
773.8	-10.5727
773.9	-11.4965
774	-8.1785
774.1	-13.0280
774.2	-9.3139
774.3	-10.2451
774.4	-9.4016
774.5	-9.2862
774.6	-11.0385
774.7	-14.4075
774.8	-10.9745
774.9	-9.7968
775	-11.8214
775.1	-9.2698
775.2	-9.1650
775.3	-12.8715
775.4	-10.1663
775.5	-10.9516
775.6	-10.5069
775.7	-13.2427
775.8	-8.2477
775.9	-9.7008
776	-13.5882
776.1	-7.3198
776.2	-10.0563
776.3	-11.5122
776.4	-9.5220
776.5	-11.5953
776.6	-15.6024
776.7	-7.6613
776.8	-9.2062
776.9	-9.1960
777	-10.4182
777.1	-10.5009
777.2	-6.6073
777.3	-7.5664
777.4	-7.9903
777.5	-8.2138
777.6	-8.6930
777.7	-10.4771
777.8	-8.9815
777.9	-12.2418
778	-8.3766
778.1	-8.0150
778.2	-11.8256
778.3	-8.3160
778.4	-10.1073
778.5	-9.8177
778.6	-9.8231
778.7	-9.7418
778.8	-12.0652
778.9	-10.9404
779	-6.8129
779.1	-9.2380
779.2	-10.1840
779.3	-8.5764
779.4	-14.5837
779.5	-8.6972
779.6	-9.6833
779.7	-9.4373
779.8	-7.5338
779.9	-11.5842
780	-11.4472
780.1	-10.4728
780.2	-14.2555
780.3	-8.2181
780.4	-12.1080
780.5	-6.4063
780.6	-6.4060
780.7	-8.5396
780.8	-10.7456
780.9	-5.5530
781	-7.6319
781.1	-8.3973
781.2	-12.3181
781.3	-6.5509
781.4	-5.9226
781.5	-6.3214
781.6	-10.6364
781.7	-9.2854
781.8	-4.0628
781.9	-4.3169
782	-8.4500
782.1	-3.6765
782.2	-8.8484
782.3	-4.1846
782.4	-4.7329
782.5	-5.4750
782.6	-9.3075
782.7	-10.8047
782.8	-9.5726
782.9	-3.5682
783	-9.9800
783.1	-6.6934
783.2	-7.1645
783.3	-6.0782
783.4	-8.6986
783.5	-6.0327
783.6	-7.7646
783.7	-10.3176
783.8	-4.5524
783.9	-5.9018
784	-7.5487
784.1	-5.8809
784.2	-5.8372
784.3	-6.7893
784.4	-6.4970
784.5	-3.7325
784.6	-5.3216
784.7	-3.3687
784.8	-9.2433
784.9	-9.0536
785	-10.3487
785.1	-6.7435
785.2	-5.9510
785.3	-6.8541
785.4	-6.2001
785.5	-5.8299
785.6	-9.0856
785.7	-7.3813
785.8	-0.1692
785.9	-4.9582
786	-5.0133
786.1	-8.4657
786.2	-5.2198
786.3	-4.6471
786.4	-2.5536
786.5	-6.3327
786.6	-2.9386
786.7	-4.9872
786.8	-6.0247
786.9	-4.7521
787	-4.8194
787.1	-3.1420
787.2	-5.6581
787.3	-6.6178
787.4	-2.9960
787.5	-2.3957
787.6	-2.9697
787.7	-1.3047
787.8	-6.4274
787.9	-3.4133
788	-6.1938
788.1	-4.1364
788.2	-0.7813
788.3	-3.1390
788.4	-2.6270
788.5	-2.3408
788.6	-3.2038
788.7	-1.9192
788.8	-5.9459
788.9	-0.8689
789	-3.1548
789.1	-5.4108
789.2	-0.4411
789.3	-2.7403
789.4	-1.9054
789.5	-3.6831
789.6	-2.2901
789.7	-1.1794
789.8	-5.2953
789.9	-1.8300
790	-3.9478
790.1	0.4845
790.2	-0.8157
790.3	-0.9208
790.4	-1.9790
790.5	-0.6919
790.6	-3.3923
790.7	0.7466
790.8	-4.4682
790.9	-1.9935
791	-0.1445
791.1	-2.3237
791.2	2.6818
791.3	-0.9304
791.4	-5.3721
791.5	-3.3555
791.6	-4.4205
791.7	2.3211
791.8	-1.0490
791.9	1.2684
792	-1.8077
792.1	0.5036
792.2	4.5798
792.3	0.0381
792.4	2.3225
792.5	-0.8194
792.6	-0.5792
792.7	1.9165
792.8	1.0635
792.9	-0.3074
793	1.5289
793.1	-0.0157
793.2	4.6260
793.3	2.4948
793.4	-0.1240
793.5	1.1327
793.6	5.2329
793.7	4.1236
793.8	0.6356
793.9	2.4250
794	1.9143
794.1	3.8946
794.2	2.9799
794.3	0.9580
794.4	-0.9442
794.5	2.7788
794.6	1.4863
794.7	0.3100
794.8	7.2925
794.9	4.9572
795	3.6768
795.1	6.5027
795.2	5.1395
795.3	2.5488
795.4	4.3652
795.5	2.7139
795.6	-0.9947
795.7	2.0051
795.8	0.5950
795.9	0.8803
796	-1.1375
796.1	4.1232
796.2	4.3933
796.3	7.3948
796.4	2.7563
796.5	2.0305
796.6	4.3479
796.7	3.1560
796.8	3.4060
796.9	6.9784
797	3.7046
797.1	1.9568
797.2	5.2326
797.3	4.2928
797.4	3.5729
797.5	3.8948
797.6	4.1936
797.7	2.9625
797.8	5.5218
797.9	5.6197
798	6.1009
798.1	-0.1323
798.2	6.6587
798.3	6.3473
798.4	8.6804
798.5	7.5459
798.6	8.0136
798.7	5.3857
798.8	4.4688
798.9	7.7546
799	1.7950
799.1	3.9255
799.2	6.8921
799.3	5.6039
799.4	2.7195
799.5	7.8465
799.6	9.9488
799.7	6.5561
799.8	5.7339
799.9	8.2857
800	5.7894
800.1	3.6398
800.2	8.4006
800.3	4.9249
800.4	4.3100
800.5	6.0666
800.6	8.4062
800.7	9.5400
800.8	7.9314
800.9	7.1058
801	4.6553
801.1	7.2615
801.2	6.6814
801.3	4.3053
801.4	5.8080
801.5	8.3015
801.6	8.0979
801.7	10.2447
801.8	5.2372
801.9	8.5075
802	8.7861
802.1	10.4339
802.2	7.6854
802.3	7.3474
802.4	8.0651
802.5	7.9802
802.6	9.2804
802.7	7.0654
802.8	7.1655
802.9	5.8542
803	7.6116
803.1	6.3992
803.2	8.6766
803.3	7.9672
803.4	10.2663
803.5	8.9644
803.6	9.4554
803.7	8.3348
803.8	8.2450
803.9	5.1448
804	11.0797
804.1	8.1052
804.2	5.4704
804.3	8.0043
804.4	9.6130
804.5	8.2372
804.6	6.8129
804.7	7.4061
804.8	8.0402
804.9	8.0764
805	9.2707
805.1	9.7359
805.2	12.3696
805.3	12.4035
805.4	10.2128
805.5	9.6643
805.6	4.9541
805.7	11.5700
805.8	11.5593
805.9	9.7684
806	10.8899
806.1	8.8620
806.2	7.4345
806.3	5.0146
806.4	15.0148
806.5	12.9467
806.6	9.7539
806.7	10.9367
806.8	8.9079
806.9	9.7494
807	9.8131
807.1	12.3592
807.2	8.9941
807.3	8.4535
807.4	13.0816
807.5	10.7974
807.6	8.3948
807.7	11.1652
807.8	7.5111
807.9	10.3545
808	11.4024
808.1	10.5191
808.2	8.7985
808.3	9.4823
808.4	13.1435
808.5	10.1672
808.6	11.1021
808.7	8.1185
808.8	12.0296
808.9	8.5788
809	14.1926
809.1	11.7191
809.2	9.4852
809.3	11.8179
809.4	10.3627
809.5	9.6513
809.6	11.8908
809.7	9.0474
809.8	10.2145
809.9	13.0170
810	8.5553
810.1	7.5784
810.2	11.5225
810.3	10.0545
810.4	8.7443
810.5	8.4480
810.6	10.5762
810.7	12.1746
810.8	9.7553
810.9	13.1179
811	10.5683
811.1	7.6277
811.2	8.4041
811.3	8.8038
811.4	11.0807
811.5	10.1011
811.6	5.7337
811.7	11.6733
811.8	7.6946
811.9	7.4164
812	5.8069
812.1	8.3039
812.2	7.6383
812.3	5.9025
812.4	8.0249
812.5	11.6971
812.6	8.9994
812.7	11.1820
812.8	10.8206
812.9	10.2484
813	8.9033
813.1	11.2580
813.2	8.5109
813.3	9.1247
813.4	10.3983
813.5	7.6769
813.6	6.1315
813.7	6.9956
813.8	9.6540
813.9	9.0880
814	7.6774
814.1	9.6513
814.2	8.3816
814.3	9.8276
814.4	9.3838
814.5	9.1328
814.6	8.4665
814.7	8.1618
814.8	8.7989
814.9	9.3045
815	9.5469
815.1	7.7838
815.2	6.3596
815.3	7.2706
815.4	5.2082
815.5	7.8830
815.6	5.5473
815.7	9.0316
815.8	6.4387
815.9	8.7161
816	7.5332
816.1	6.9579
816.2	7.4049
816.3	9.8308
816.4	6.2204
816.5	7.3184
816.6	8.4955
816.7	5.5895
816.8	7.1773
816.9	6.9965
817	6.7762
817.1	6.9936
817.2	8.4908
817.3	6.2508
817.4	9.6229
817.5	5.1653
817.6	7.5163
817.7	5.5959
817.8	2.9376
817.9	4.6086
818	9.7299
818.1	7.3672
818.2	7.4399
818.3	8.6547
818.4	6.9062
818.5	10.6987
818.6	11.5963
818.7	10.9409
818.8	6.9742
818.9	8.3741
819	4.2457
819.1	3.9398
819.2	8.2678
819.3	8.8172
819.4	3.6159
819.5	6.5327
819.6	6.1027
819.7	5.4009
819.8	5.4871
819.9	4.2085
820	5.8032
820.1	4.6674
820.2	7.8327
820.3	2.5615
820.4	6.6378
820.5	3.7939
820.6	8.1612
820.7	3.6821
820.8	8.6715
820.9	5.7655
821	5.3787
821.1	3.4653
821.2	7.8049
821.3	6.3287
821.4	7.6956
821.5	4.2394
821.6	5.3999
821.7	1.9154
821.8	3.9698
821.9	4.0836
822	10.6111
822.1	1.1941
822.2	3.3759
822.3	3.7312
822.4	5.6659
822.5	2.0057
822.6	5.9081
822.7	2.4290
822.8	4.3474
822.9	2.6774
823	2.4118
823.1	2.9047
823.2	7.4295
823.3	5.6856
823.4	3.8021
823.5	4.9110
823.6	6.6154
823.7	5.6450
823.8	5.4149
823.9	2.6718
824	-0.3710
824.1	2.9171
824.2	1.1599
824.3	0.9754
824.4	-0.3044
824.5	0.9806
824.6	2.9177
824.7	1.6412
824.8	0.1121
824.9	4.7866
825	3.2127
825.1	1.2193
825.2	5.4135
825.3	5.5607
825.4	1.4013
825.5	-1.7682
825.6	-1.4062
825.7	0.7630
825.8	0.6356
825.9	1.7254
826	1.0122
826.1	0.1482
826.2	0.9030
826.3	0.4544
826.4	1.4940
826.5	1.5686
826.6	0.9569
826.7	0.8642
826.8	2.8022
826.9	3.0022
827	-1.1209
827.1	1.1881
827.2	-1.3232
827.3	1.2627
827.4	1.4164
827.5	1.0720
827.6	-2.5116
827.7	-0.0631
827.8	1.8839
827.9	1.6628
828	2.8813
828.1	-1.2504
828.2	1.6483
828.3	-3.4317
828.4	2.2563
828.5	2.8508
828.6	2.1745
828.7	-0.5537
828.8	-1.3062
828.9	-0.7465
829	2.7808
829.1	-0.3041
829.2	-2.6402
829.3	-2.8478
829.4	2.2445
829.5	-2.2628
829.6	1.0857
829.7	0.7529
829.8	-3.0826
829.9	1.8238
830	-1.4582
830.1	0.5074
830.2	-0.7870
830.3	-0.4283
830.4	-0.3664
830.5	0.9321
830.6	-1.3159
830.7	-2.0383
830.8	-0.2332
830.9	-0.8186
831	-5.8533
831.1	-2.5080
831.2	-2.8727
831.3	-4.6193
831.4	-6.4527
831.5	-3.3065
831.6	-0.1588
831.7	-3.8914
831.8	-4.2708
831.9	-5.6633
832	-4.2237
832.1	-0.3587
832.2	-4.5773
832.3	-3.9632
832.4	-7.6222
832.5	-5.5893
832.6	-6.1488
832.7	1.7069
832.8	-2.4251
832.9	-3.2881
833	-0.7539
833.1	-6.8986
833.2	-3.8537
833.3	-2.7839
833.4	-3.9790
833.5	0.9599
833.6	-4.8485
833.7	-2.6945
833.8	-7.1601
833.9	-0.5812
834	-4.8024
834.1	-2.5978
834.2	-5.0128
834.3	-2.7032
834.4	-4.2865
834.5	-8.2868
834.6	-4.4498
834.7	-0.3660
834.8	-6.1136
834.9	-7.0608
835	-6.0771
835.1	-6.8239
835.2	-5.8391
835.3	-6.8230
835.4	-8.1431
835.5	-3.1259
835.6	-5.7396
835.7	-9.7993
835.8	-3.8750
835.9	-8.3085
836	-1.6112
836.1	-6.3985
836.2	-8.8178
836.3	-3.7243
836.4	-2.4432
836.5	-2.0808
836.6	-9.4488
836.7	-9.3017
836.8	-5.5268
836.9	-8.2021
837	-6.6379
837.1	-10.4127
837.2	-5.4738
837.3	-4.8120
837.4	-5.1189
837.5	-6.0920
837.6	-8.0374
837.7	-9.5430
837.8	-7.3952
837.9	-8.9944
838	-3.3217
838.1	-7.6703
838.2	-7.7546
838.3	-3.9792
838.4	-6.3390
838.5	-6.7544
838.6	-8.6458
838.7	-8.6046
838.8	-3.7672
838.9	-5.1420
839	-4.1455
839.1	-5.9041
839.2	-5.0997
839.3	-4.4647
839.4	-6.2795
839.5	-8.6193
839.6	-5.5080
839.7	-6.4972
839.8	-8.0401
839.9	-9.6804
840	-6.9843
840.1	-7.7137
840.2	-8.9255
840.3	-9.3289
840.4	-9.4012
840.5	-8.4730
840.6	-8.3181
840.7	-7.6140
840.8	-9.1711
840.9	-9.1210
841	-8.3663
841.1	-8.9568
841.2	-6.7245
841.3	-11.2239
841.4	-6.6661
841.5	-7.8686
841.6	-10.9953
841.7	-9.7237
841.8	-6.4270
841.9	-8.3783
842	-11.5134
842.1	-9.4682
842.2	-12.1934
842.3	-13.2988
842.4	-8.7838
842.5	-6.1896
842.6	-8.4397
842.7	-11.6436
842.8	-9.4849
842.9	-7.2869
843	-6.4943
843.1	-4.5384
843.2	-9.0638
843.3	-9.5929
843.4	-12.2036
843.5	-8.5624
843.6	-8.0054
843.7	-8.2109
843.8	-4.0859
843.9	-8.8969
844	-9.8836
844.1	-7.9228
844.2	-6.1527
844.3	-9.2057
844.4	-6.2297
844.5	-8.9680
844.6	-13.1738
844.7	-9.4570
844.8	-8.2043
844.9	-8.3960
845	-6.5728
845.1	-6.2943
845.2	-9.6474
845.3	-10.7072
845.4	-9.0750
845.5	-11.4603
845.6	-6.9486
845.7	-11.2331
845.8	-11.2223
845.9	-8.6274
846	-10.8596
846.1	-6.2960
846.2	-10.7454
846.3	-11.8052
846.4	-10.6416
846.5	-7.8822
846.6	-10.9191
846.7	-9.5809
846.8	-13.1490
846.9	-8.6262
847	-10.5110
847.1	-10.7354
847.2	-8.6808
847.3	-10.0838
847.4	-6.6505
847.5	-11.0423
847.6	-14.0493
847.7	-6.7063
847.8	-8.2785
847.9	-8.5891
848	-8.3662
848.1	-4.9812
848.2	-6.3881
848.3	-9.2887
848.4	-12.0137
848.5	-6.5811
848.6	-5.6236
848.7	-8.5387
848.8	-7.7164
848.9	-8.8923
849	-6.6836
849.1	-8.1380
849.2	-8.1116
849.3	-7.0705
849.4	-8.3734
849.5	-8.6216
849.6	-6.9044
849.7	-7.4781
849.8	-4.6678
849.9	-8.4360
850	-7.4206
850.1	-9.6843
850.2	-8.9209
850.3	-9.1335
850.4	-8.4620
850.5	-5.6525
850.6	-7.5332
850.7	-7.3595
850.8	-6.8539
850.9	-9.8265
851	-9.2796
851.1	-6.6608
851.2	-11.4562
851.3	-10.9148
851.4	-4.2096
851.5	-9.3238
851.6	-12.5645
851.7	-9.0246
851.8	-8.8692
851.9	-6.7011
852	-7.3707
852.1	-2.8984
852.2	-7.0671
852.3	-8.5685
852.4	-9.1262
852.5	-5.8118
852.6	-7.3118
852.7	-8.3211
852.8	-8.9042
852.9	-8.8308
853	-10.0486
853.1	-8.7184
853.2	-6.7144
853.3	-6.1977
853.4	-8.9364
853.5	-8.1905
853.6	-9.2829
853.7	-8.4062
853.8	-7.5419
853.9	-7.7847
854	-5.9866
854.1	-7.1181
854.2	-6.6399
854.3	-4.4959
854.4	-6.6933
854.5	-5.8680
854.6	-8.3270
854.7	-7.0571
854.8	-8.0640
854.9	-6.4570
855	-2.8081
855.1	-5.9636
855.2	-8.4818
855.3	-9.8710
855.4	-4.3114
855.5	-9.2538
855.6	-8.1905
855.7	-5.8173
855.8	-4.5336
855.9	-6.4925
856	-5.8459
856.1	-5.2535
856.2	-6.1193
856.3	-3.7596
856.4	-8.2515
856.5	-5.5719
856.6	-2.9667
856.7	-9.7051
856.8	-7.4670
856.9	-9.2326
857	-8.0200
857.1	-5.5578
857.2	-4.5226
857.3	-3.8190
857.4	-5.7411
857.5	-6.4312
857.6	-7.0689
857.7	-3.9652
857.8	-4.5555
857.9	-5.0907
858	-6.2431
858.1	-1.1551
858.2	-4.1255
858.3	-5.1632
858.4	-5.2171
858.5	-7.5083
858.6	-4.9717
858.7	-6.4288
858.8	-6.1902
858.9	-3.6436
859	-5.9577
859.1	-3.8089
859.2	-1.2412
859.3	-2.9003
859.4	-2.6267
859.5	-3.5827
859.6	-3.8058
859.7	-1.3049
859.8	-5.8845
859.9	-3.9307
860	-6.4774
860.1	-2.2046
860.2	-1.0298
860.3	-2.1518
860.4	-5.7507
860.5	-2.1922
860.6	-0.0111
860.7	-5.1403
860.8	-4.4013
860.9	-1.8837
861	-0.8787
861.1	-5.5853
861.2	0.1187
861.3	-3.3738
861.4	-2.8916
861.5	-3.5814
861.6	2.6431
861.7	-3.8015
861.8	-1.7490
861.9	-2.4137
862	-3.7501
862.1	-2.5811
862.2	-2.1775
862.3	-1.0692
862.4	-0.4188
862.5	-2.3670
862.6	-3.8943
862.7	-1.2247
862.8	-2.1937
862.9	-0.8560
863	0.5521
863.1	-0.6636
863.2	-1.2085
863.3	0.8991
863.4	-1.4691
863.5	-0.6936
863.6	-0.1416
863.7	1.6045
863.8	0.3515
863.9	0.0103
864	1.0487
864.1	-0.5469
864.2	0.0825
864.3	-4.8739
864.4	2.7723
864.5	1.0092
864.6	-0.4260
864.7	0.6284
864.8	4.2874
864.9	-0.3739
865	-1.4762
865.1	-2.2391
865.2	0.7018
865.3	3.1461
865.4	4.1948
865.5	-0.0175
865.6	-0.0615
865.7	4.0074
865.8	-1.5149
865.9	-0.6370
866	0.9419
866.1	-0.2796
866.2	3.3122
866.3	1.0411
866.4	1.3765
866.5	-1.1569
866.6	5.1948
866.7	2.6580
866.8	1.8919
866.9	2.4777
867	3.9122
867.1	4.0801
867.2	2.8576
867.3	4.7689
867.4	1.8053
867.5	4.5016
867.6	0.6338
867.7	3.3783
867.8	3.8068
867.9	-1.0893
868	3.7282
868.1	0.8103
868.2	0.8875
868.3	5.4927
868.4	2.2613
868.5	4.9434
868.6	2.6386
868.7	4.2220
868.8	5.3620
868.9	4.8538
869	3.5749
869.1	7.3622
869.2	4.6984
869.3	2.9319
869.4	5.8182
869.5	4.2923
869.6	5.7697
869.7	3.8226
869.8	1.6355
869.9	0.5417
870	4.1614
870.1	5.2674
870.2	8.9498
870.3	2.8909
870.4	4.0817
870.5	6.0131
870.6	8.1328
870.7	6.6047
870.8	5.5525
870.9	5.0800
871	3.3283
871.1	4.0526
871.2	8.3705
871.3	7.6724
871.4	6.5472
871.5	5.7354
871.6	6.4368
871.7	7.1486
871.8	5.9568
871.9	1.1230
872	3.5518
872.1	6.2360
872.2	5.3230
872.3	5.9552
872.4	8.6248
872.5	5.5391
872.6	6.4584
872.7	7.4796
872.8	5.1595
872.9	6.2012
873	7.3975
873.1	9.0216
873.2	6.6709
873.3	3.0411
873.4	7.9861
873.5	5.9458
873.6	3.9850
873.7	8.3292
873.8	4.7065
873.9	8.3940
874	9.6710
874.1	4.2574
874.2	5.6087
874.3	4.6277
874.4	3.5726
874.5	10.7205
874.6	7.1595
874.7	5.9749
874.8	7.9751
874.9	9.2839
875	6.1693
875.1	7.4976
875.2	7.1507
875.3	5.0147
875.4	3.9416
875.5	9.1659
875.6	8.0656
875.7	7.6204
875.8	8.1484
875.9	8.2219
876	3.6631
876.1	4.0986
876.2	8.1821
876.3	5.7937
876.4	5.9905
876.5	7.5407
876.6	9.2512
876.7	7.9286
876.8	4.4088
876.9	8.5948
877	10.3107
877.1	6.1243
877.2	12.2705
877.3	5.6505
877.4	4.4141
877.5	3.4807
877.6	6.7982
877.7	8.7489
877.8	8.2523
877.9	4.5582
878	4.6934
878.1	8.6115
878.2	6.7824
878.3	9.4326
878.4	8.5825
878.5	7.6151
878.6	8.6857
878.7	7.2643
878.8	5.8035
878.9	7.3631
879	11.3398
879.1	3.4304
879.2	5.5905
879.3	8.4439
879.4	4.1675
879.5	6.7829
879.6	8.0164
879.7	8.8476
879.8	5.7856
879.9	8.7678
880	9.4281
880.1	4.2133
880.2	4.6702
880.3	10.1971
880.4	8.8805
880.5	6.9700
880.6	9.4780
880.7	7.0643
880.8	8.9129
880.9	7.7066
881	10.4601
881.1	9.6743
881.2	10.2783
881.3	8.8401
881.4	8.8574
881.5	6.2161
881.6	8.7630
881.7	5.0530
881.8	8.1166
881.9	9.0477
882	7.4239
882.1	9.3554
882.2	8.1782
882.3	8.4976
882.4	7.4211
882.5	4.3874
882.6	8.0579
882.7	8.2611
882.8	2.9391
882.9	7.5203
883	7.7407
883.1	13.6293
883.2	9.1042
883.3	9.8395
883.4	8.7024
883.5	6.8186
883.6	15.2624
883.7	8.0973
883.8	9.7810
883.9	6.9560
884	7.5750
884.1	11.3063
884.2	9.7695
884.3	8.2919
884.4	6.3069
884.5	11.2512
884.6	4.6432
884.7	6.2331
884.8	10.3167
884.9	9.5905
885	6.3888
885.1	8.9720
885.2	6.4106
885.3	5.4082
885.4	7.1990
885.5	9.6056
885.6	9.6833
885.7	6.9711
885.8	6.4016
885.9	5.8703
886	9.9151
886.1	10.0738
886.2	6.4787
886.3	10.0071
886.4	10.0566
886.5	4.9568
886.6	6.6019
886.7	9.2362
886.8	9.3796
886.9	9.2523
887	8.9048
887.1	5.1990
887.2	8.3104
887.3	5.1822
887.4	6.9682
887.5	7.4492
887.6	5.9676
887.7	6.8763
887.8	6.3527
887.9	9.4069
888	6.9407
888.1	9.5315
888.2	8.4996
888.3	7.4851
888.4	5.9937
888.5	8.2939
888.6	6.6515
888.7	6.7627
888.8	6.4286
888.9	10.2214
889	7.5518
889.1	7.9573
889.2	10.0752
889.3	4.6877
889.4	7.2125
889.5	9.2193
889.6	10.3218
889.7	8.3421
889.8	4.6011
889.9	7.6811
890	5.6526
890.1	9.8273
890.2	7.8272
890.3	8.3283
890.4	10.0304
890.5	7.9393
890.6	8.7177
890.7	5.5649
890.8	3.4940
890.9	2.6910
891	5.9343
891.1	4.8512
891.2	8.7487
891.3	6.8078
891.4	2.0330
891.5	2.4725
891.6	6.4020
891.7	5.1279
891.8	5.0351
891.9	2.4812
892	4.0099
892.1	6.5892
892.2	2.6936
892.3	4.7667
892.4	2.3070
892.5	5.4188
892.6	7.9328
892.7	5.9994
892.8	7.0251
892.9	5.7040
893	-1.6015
893.1	4.8019
893.2	5.2120
893.3	6.8335
893.4	3.5568
893.5	2.6799
893.6	5.6029
893.7	3.3707
893.8	4.5037
893.9	4.1438
894	5.1163
894.1	3.9409
894.2	6.9077
894.3	4.8870
894.4	4.9374
894.5	6.2820
894.6	2.1635
894.7	4.0424
894.8	4.7711
894.9	0.4149
895	1.5619
895.1	4.5219
895.2	5.5175
895.3	2.3989
895.4	3.5517
895.5	1.4177
895.6	4.8777
895.7	-1.3152
895.8	6.2322
895.9	1.8132
896	0.6919
896.1	1.3803
896.2	4.3304
896.3	6.1175
896.4	2.7951
896.5	3.1639
896.6	4.7441
896.7	1.9651
896.8	0.8647
896.9	2.9291
897	-0.9738
897.1	5.9927
897.2	1.7557
897.3	4.2501
897.4	-0.1201
897.5	1.7426
897.6	2.6624
897.7	1.0501
897.8	-0.2362
897.9	2.7837
898	0.7893
898.1	2.9015
898.2	2.2463
898.3	3.1601
898.4	2.4689
898.5	-1.1718
898.6	3.7115
898.7	3.7741
898.8	1.0771
898.9	-0.3102
899	-1.0850
899.1	3.1416
899.2	0.1101
899.3	0.8652
899.4	0.6698
899.5	-1.4148
899.6	2.1812
899.7	-3.3632
899.8	2.4190
899.9	3.1774
900	1.7453
900.1	1.7548
900.2	0.8961
900.3	3.5368
900.4	-4.1608
900.5	-2.3942
900.6	2.0359
900.7	0.0703
900.8	-3.2043
900.9	-1.0925
901	0.1330
901.1	-0.8739
901.2	-2.3147
901.3	2.1192
901.4	2.2307
901.5	-2.8569
901.6	-0.6722
901.7	-3.1663
901.8	-1.1691
901.9	-4.2778
902	-0.0763
902.1	-3.4362
902.2	-1.3824
902.3	-1.5709
902.4	-3.0976
902.5	-5.0261
902.6	0.0322
902.7	0.4088
902.8	1.8055
902.9	-4.0250
903	-2.8954
903.1	-4.2662
903.2	-1.7976
903.3	-1.6511
903.4	-1.5140
903.5	-4.3440
903.6	-3.8552
903.7	-0.2351
903.8	-5.9415
903.9	-2.7895
904	-4.0700
904.1	-1.9051
904.2	-1.6124
904.3	-4.1224
